Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA15,9.3,Low Fat,0.026818196000000002,Foods,248.9092,OUT010,1998,Unknown,Tier 3,Grocery Store,498.0184
FDY13,12.1,Low Fat,0.030102335,Foods,74.767,OUT013,1987,High,Tier 3,Supermarket Type1,2220.4429999999998
FDY31,5.98,Low Fat,0.043740308,Foods,145.3418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.2688
NCS29,9.0,Non-Edible,0.069653585,Non-Consumable,266.2884,OUT049,1999,Medium,Tier 1,Supermarket Type1,2914.8724
FDJ52,7.145,Low Fat,0.01785932,Foods,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.4092
NCX41,19.0,Non-Edible,0.017755213,Non-Consumable,211.7244,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2752.4172
FDQ36,7.855,Regular,0.161875063,Foods,35.6848,OUT045,2002,Unknown,Tier 2,Supermarket Type1,335.5632
FDV35,19.5,Low Fat,0.128181759,Foods,156.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.3652
FDE02,8.71,Low Fat,0.12125037400000001,Foods,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558
FDA34,11.5,Low Fat,0.014921093,Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756
NCL42,18.85,Non-Edible,0.040434372,Non-Consumable,244.3144,OUT049,1999,Medium,Tier 1,Supermarket Type1,5635.3312
FDE14,13.65,Regular,0.031508924,Foods,98.77,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1697.79
DRD25,6.135,Low Fat,0.079094835,Drinks,114.38600000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.674
DRF01,5.655,Low Fat,0.175793413,Drinks,146.9102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224
FDF39,14.85,Regular,0.019495051,Foods,261.291,OUT013,1987,High,Tier 3,Supermarket Type1,10256.649
FDP01,20.75,Regular,0.06331397400000001,Foods,153.7682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184
FDB10,10.0,Low Fat,0.0674819,Foods,234.859,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.795
FDY14,10.3,Low Fat,0.07002695099999999,Foods,263.6226,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.065
FDR57,5.675,Regular,0.023496967,Foods,156.1288,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.3184
NCH29,5.51,Non-Edible,0.06613202877895127,Non-Consumable,98.9726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1565.9616
FDJ45,17.75,Low Fat,0.073559521,Foods,33.9216,OUT045,2002,Unknown,Tier 2,Supermarket Type1,830.9184
FDZ48,17.75,Low Fat,0.07626905,Foods,113.1544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896
FDV44,8.365,Regular,0.039925235,Foods,189.2188,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4570.0512
FDR01,12.857645184136183,Regular,0.093883945,Foods,200.4742,OUT019,1985,Small,Tier 1,Grocery Store,398.1484
FDZ57,10.0,Regular,0.03773288,Foods,128.2994,OUT013,1987,High,Tier 3,Supermarket Type1,1413.4934
FDI08,18.2,Regular,0.066400129,Foods,250.1092,OUT049,1999,Medium,Tier 1,Supermarket Type1,5727.2116
DRA24,19.35,Regular,0.039920687,Drinks,163.3868,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.5228
FDS39,12.857645184136183,Low Fat,0.022351807999999997,Foods,143.7812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.842000000001
NCL31,7.39,Non-Edible,0.12018089400000001,Non-Consumable,141.447,OUT013,1987,High,Tier 3,Supermarket Type1,2290.3520000000003
FDD34,7.945,Low Fat,0.015900971,Foods,163.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.3310000000001
FDC34,16.0,Regular,0.172759093,Foods,157.0972,OUT046,1997,Small,Tier 1,Supermarket Type1,4673.916
NCK05,20.1,Non-Edible,0.077454252,Non-Consumable,59.2536,OUT046,1997,Small,Tier 1,Supermarket Type1,735.0432
FDB32,20.6,Low Fat,0.039255412,Foods,94.4778,OUT010,1998,Unknown,Tier 3,Grocery Store,93.8778
FDC03,8.575,Regular,0.072252888,Foods,196.5794,OUT017,2007,Unknown,Tier 2,Supermarket Type1,5267.1438
FDO19,17.7,Regular,0.016664252,Foods,47.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,729.051
FDZ28,20.0,Regular,0.08618788599999999,Foods,125.4678,OUT010,1998,Unknown,Tier 3,Grocery Store,127.1678
FDK28,5.695,Low Fat,0.10978405599999999,Foods,256.0646,OUT010,1998,Unknown,Tier 3,Grocery Store,1288.323
NCU30,5.11,Non-Edible,0.06613202877895127,Non-Consumable,164.72099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,3588.6620000000003
FDV57,15.25,Regular,0.06613202877895127,Foods,178.166,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4853.682
FDB02,12.857645184136183,Regular,0.029023048,Foods,177.83700000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606
FDD52,18.25,Regular,0.183142346,Foods,110.35700000000001,OUT013,1987,High,Tier 3,Supermarket Type1,2087.283
FDN34,15.6,Regular,0.06613202877895127,Foods,170.6132,OUT013,1987,High,Tier 3,Supermarket Type1,6595.4148
FDB50,13.0,Low Fat,0.153857402,Foods,76.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.9860000000001
FDS55,7.02,Low Fat,0.081290366,Foods,147.3734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478
FDR21,19.7,Low Fat,0.066935459,Foods,177.537,OUT046,1997,Small,Tier 1,Supermarket Type1,3175.866
NCD07,9.1,Non-Edible,0.055514919,Non-Consumable,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554
FDO11,8.0,Regular,0.050657232,Foods,249.9092,OUT010,1998,Unknown,Tier 3,Grocery Store,249.0092
NCC54,17.75,Non-Edible,0.098108957,Non-Consumable,240.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4579.3724
FDV35,19.5,Low Fat,0.128405328,Foods,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971
NCU29,7.685,Non-Edible,0.025477448,Non-Consumable,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.4240000000004
NCZ53,9.6,Non-Edible,0.040969757,Non-Consumable,188.7214,OUT010,1998,Unknown,Tier 3,Grocery Store,376.8428
DRE03,19.6,Low Fat,0.040550868,Drinks,45.5718,OUT010,1998,Unknown,Tier 3,Grocery Store,47.2718
FDZ09,17.6,Low Fat,0.17554588899999998,Foods,163.6868,OUT010,1998,Unknown,Tier 3,Grocery Store,163.7868
FDE40,15.6,Regular,0.099344826,Foods,63.6194,OUT045,2002,Unknown,Tier 2,Supermarket Type1,743.0328
NCS18,12.65,Non-Edible,0.042276746,Non-Consumable,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132
FDX24,12.857645184136183,Low Fat,0.013861607,Foods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164
FDS34,12.857645184136183,Regular,0.076387367,Foods,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3870.9612
NCS53,14.5,Non-Edible,0.08996026,Non-Consumable,159.5604,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1426.1436
FDH38,6.425,Low Fat,0.010480751,Foods,116.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968
DRM35,9.695,Low Fat,0.070587419,Drinks,176.9344,OUT045,2002,Unknown,Tier 2,Supermarket Type1,5888.3352
DRI25,19.6,Low Fat,0.03387323,Drinks,56.1614,OUT013,1987,High,Tier 3,Supermarket Type1,828.921
NCP06,20.7,Non-Edible,0.039238384,Non-Consumable,152.8366,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.3222
FDT02,12.6,Low Fat,0.024331586000000002,Foods,34.9874,OUT017,2007,Unknown,Tier 2,Supermarket Type1,529.311
NCP14,8.275,Non-Edible,0.11019797699999999,Non-Consumable,104.2306,OUT013,1987,High,Tier 3,Supermarket Type1,3658.571
NCD43,12.857645184136183,Non-Edible,0.028048877000000003,Non-Consumable,106.1964,OUT019,1985,Small,Tier 1,Grocery Store,210.3928
FDP20,19.85,Low Fat,0.045631230999999994,Foods,128.102,OUT013,1987,High,Tier 3,Supermarket Type1,1265.02
FDK04,7.36,Low Fat,0.08755962099999999,Foods,55.2588,OUT010,1998,Unknown,Tier 3,Grocery Store,229.0352
FDQ15,20.35,Regular,0.25286597899999996,Foods,82.7276,OUT010,1998,Unknown,Tier 3,Grocery Store,162.4552
FDE11,17.7,Regular,0.135306012,Foods,183.7924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2221.1088
FDN01,12.857645184136183,Low Fat,0.126760908,Foods,176.937,OUT019,1985,Small,Tier 1,Grocery Store,352.874
FDC29,8.39,Regular,0.024201083999999998,Foods,112.6176,OUT035,2004,Small,Tier 2,Supermarket Type1,2175.8344
FDC48,9.195,Low Fat,0.015856295,Foods,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.5064
DRF27,8.93,Low Fat,0.028411898999999997,Drinks,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.876
NCB55,15.7,Non-Edible,0.160529322,Non-Consumable,59.2562,OUT013,1987,High,Tier 3,Supermarket Type1,296.281
NCX30,16.7,Non-Edible,0.026771204,Non-Consumable,246.3776,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1981.4208
DRN36,12.857645184136183,Low Fat,0.049934854,Drinks,95.0752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304
FDP08,20.5,Regular,0.11304588300000001,Foods,194.1478,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2906.217
NCD31,12.857645184136183,Non-Edible,0.015359722,Non-Consumable,163.7526,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973.4312
FDK45,11.65,Low Fat,0.034049703,Foods,112.286,OUT017,2007,Unknown,Tier 2,Supermarket Type1,452.744
DRE49,20.75,Low Fat,0.02128304,Drinks,153.5024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2428.8384
FDU52,12.857645184136183,Low Fat,0.063462048,Foods,157.563,OUT027,1985,Medium,Tier 3,Supermarket Type3,1721.0929999999998
FDD53,16.2,Low Fat,0.074019393,Foods,41.7454,OUT010,1998,Unknown,Tier 3,Grocery Store,83.8908
FDF11,10.195,Regular,0.017666978,Foods,239.4538,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4566.7222
NCR30,12.857645184136183,Non-Edible,0.12429953099999999,Non-Consumable,73.4696,OUT019,1985,Small,Tier 1,Grocery Store,298.2784
FDD03,13.3,Low Fat,0.079739853,Foods,233.03,OUT013,1987,High,Tier 3,Supermarket Type1,5359.69
FDF09,6.215,Low Fat,0.012167793,Foods,37.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,111.8544
FDS33,6.67,Regular,0.06613202877895127,Foods,90.5514,OUT018,2009,Medium,Tier 3,Supermarket Type2,974.0654
FDK03,12.6,Regular,0.074338562,Foods,255.5356,OUT017,2007,Unknown,Tier 2,Supermarket Type1,9664.7528
FDD29,12.15,Low Fat,0.018407033,Foods,254.7698,OUT035,2004,Small,Tier 2,Supermarket Type1,5834.4054
FDD02,16.6,Low Fat,0.050369190999999994,Foods,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1422.1488
FDF29,12.857645184136183,Regular,0.019837655,Foods,128.131,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.8029999999999
FDP59,20.85,Regular,0.05646571400000001,Foods,103.6648,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256
NCN17,11.0,Non-Edible,0.05492864099999999,Non-Consumable,101.7358,OUT035,2004,Small,Tier 2,Supermarket Type1,1508.037
NCM55,15.6,Non-Edible,0.066829875,Non-Consumable,185.5924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.5708
FDD39,12.857645184136183,Low Fat,0.12283217199999999,Foods,217.685,OUT019,1985,Small,Tier 1,Grocery Store,432.77
FDS02,10.195,Regular,0.146692433,Foods,194.5794,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4096.6674
FDN16,12.6,Regular,0.06282744700000001,Foods,105.09899999999999,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1444.786
FDM21,20.2,Low Fat,0.064464147,Foods,255.7646,OUT049,1999,Medium,Tier 1,Supermarket Type1,5410.9566
FDJ04,18.0,Low Fat,0.12495901300000001,Foods,116.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,355.5372
FDT50,6.75,Regular,0.06613202877895127,Foods,96.7752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
FDM27,12.35,Regular,0.15911489,Foods,158.1946,OUT018,2009,Medium,Tier 3,Supermarket Type2,1104.5622
FDT19,7.59,Regular,0.145335007,Foods,173.108,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2077.2960000000003
FDQ39,14.8,Low Fat,0.081168135,Foods,190.5846,OUT049,1999,Medium,Tier 1,Supermarket Type1,3630.6074
NCU30,5.11,Non-Edible,0.034874689,Non-Consumable,161.721,OUT046,1997,Small,Tier 1,Supermarket Type1,2446.815
FDY27,6.38,Low Fat,0.031898175,Foods,177.4344,OUT046,1997,Small,Tier 1,Supermarket Type1,1784.344
FDW14,8.3,Regular,0.038211537000000004,Foods,87.7198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564
FDJ21,16.7,Regular,0.03874616,Foods,143.8102,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4811.7366
FDX47,12.857645184136183,Regular,0.03443677,Foods,156.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,4870.9928
FDK56,9.695,Low Fat,0.130261652,Foods,185.2898,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3367.6164
NCN05,8.235,Non-Edible,0.014456938,Non-Consumable,184.795,OUT035,2004,Small,Tier 2,Supermarket Type1,1464.76
FDC26,10.195,Low Fat,0.126383094,Foods,112.1886,OUT046,1997,Small,Tier 1,Supermarket Type1,667.1316
FDT14,10.695,Regular,0.127620811,Foods,119.244,OUT013,1987,High,Tier 3,Supermarket Type1,3475.4759999999997
FDS36,8.38,Regular,0.046878474,Foods,109.85700000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,2306.9970000000003
FDR48,11.65,Low Fat,0.220111117,Foods,153.0024,OUT010,1998,Unknown,Tier 3,Grocery Store,455.4072
FDM04,9.195,Regular,0.0471117,Foods,52.0666,OUT035,2004,Small,Tier 2,Supermarket Type1,615.1992
FDZ37,8.1,Regular,0.019768503,Foods,88.6198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564
FDE46,18.6,Low Fat,0.015858893,Foods,152.9366,OUT017,2007,Unknown,Tier 2,Supermarket Type1,453.4098
NCQ53,17.6,Non-Edible,0.018905326,Non-Consumable,234.65900000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,8508.924
NCN42,20.25,Non-Edible,0.014280553999999999,Non-Consumable,148.0418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1177.1344
DRH11,5.98,Low Fat,0.075675438,Drinks,53.3614,OUT049,1999,Medium,Tier 1,Supermarket Type1,331.5684
NCI42,18.75,Non-Edible,0.010381661,Non-Consumable,207.8954,OUT049,1999,Medium,Tier 1,Supermarket Type1,2292.3494
FDT07,5.82,Regular,0.07747588400000001,Foods,255.333,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4870.327
DRL60,8.52,Low Fat,0.02705936,Drinks,153.3682,OUT046,1997,Small,Tier 1,Supermarket Type1,914.8092
FDG20,15.5,Regular,0.126199917,Foods,178.4028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.7196
FDF56,16.7,Regular,0.119462225,Foods,182.7976,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.976
FDV33,9.6,Regular,0.027454997000000002,Foods,258.1304,OUT018,2009,Medium,Tier 3,Supermarket Type2,2324.9736
NCF31,9.13,Non-Edible,0.051928034000000005,Non-Consumable,151.4024,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.4312
FDD59,10.5,Regular,0.06613202877895127,Foods,78.296,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128
FDQ52,17.0,Low Fat,0.119570595,Foods,249.7434,OUT049,1999,Medium,Tier 1,Supermarket Type1,4221.8378
FDP09,12.857645184136183,Low Fat,0.033725742999999996,Foods,211.6902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4247.804
FDK24,9.195,Low Fat,0.10127579199999999,Foods,46.4744,OUT035,2004,Small,Tier 2,Supermarket Type1,950.7624
NCA18,10.1,Non-Edible,0.056077574000000005,Non-Consumable,117.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,1621.8888
NCE07,8.18,Non-Edible,0.06613202877895127,Non-Consumable,140.5154,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1701.7848
FDM45,8.655,Regular,0.088178053,Foods,122.6756,OUT035,2004,Small,Tier 2,Supermarket Type1,2302.3364
FDQ32,17.85,Regular,0.046608497,Foods,122.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3095.97
FDI34,10.65,Regular,0.085119855,Foods,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,4146.6024
FDE14,13.65,Regular,0.031418984,Foods,99.27,OUT013,1987,High,Tier 3,Supermarket Type1,2596.62
DRF37,17.25,Low Fat,0.08480965800000001,Drinks,261.191,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3155.8920000000003
FDW44,9.5,Regular,0.035350045,Foods,169.7448,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3579.3408
FDC59,16.7,Regular,0.06613202877895127,Foods,63.6168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
NCI29,8.6,Non-Edible,0.054601779,Non-Consumable,141.1154,OUT010,1998,Unknown,Tier 3,Grocery Store,425.4462
FDV38,19.25,Low Fat,0.10218842800000001,Foods,54.3956,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032
FDZ49,11.0,Regular,0.133034816,Foods,222.0798,OUT013,1987,High,Tier 3,Supermarket Type1,2864.9374
DRD49,9.895,Low Fat,0.16817143,Drinks,237.7564,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3813.7024
FDA02,14.0,Regular,0.029722659,Foods,143.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,1589.2646
FDX20,7.365,Low Fat,0.042733625,Foods,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,3848.324
FDS24,20.85,Regular,0.062172698,Foods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,619.8598
FDI58,7.64,Regular,0.070704474,Foods,93.412,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.392
FDQ60,12.857645184136183,Regular,0.191500528,Foods,121.2098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098
FDJ27,17.7,Regular,0.12206551800000001,Foods,103.3674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2546.685
FDV27,7.97,Regular,0.04021623,Foods,90.4514,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1328.271
NCL41,12.35,Non-Edible,0.041737627,Non-Consumable,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,519.3240000000001
NCP29,8.42,Non-Edible,0.11227101,Non-Consumable,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,703.0848
FDC45,12.857645184136183,Low Fat,0.135075924,Foods,170.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,3422.212
FDN33,6.305,Regular,0.12301331,Foods,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,2079.9592
DRC01,5.92,Regular,0.019238942,Drinks,49.8692,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1133.1916
FDL57,15.1,Regular,0.067212845,Foods,260.2304,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4908.2776
NCF42,17.35,Non-Edible,0.280164929,Non-Consumable,177.5712,OUT010,1998,Unknown,Tier 3,Grocery Store,527.3136
FDG50,7.405,Low Fat,0.015271793,Foods,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1550.6482
FDH22,6.405,Low Fat,0.13651285800000001,Foods,128.7678,OUT049,1999,Medium,Tier 1,Supermarket Type1,3052.0272
FDO36,19.7,Low Fat,0.07803497599999999,Foods,178.06599999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,3954.8520000000003
FDY04,17.7,Regular,0.042649476,Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,978.7260000000001
FDZ09,17.6,Low Fat,0.104859135,Foods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,4094.67
FDH28,15.85,Regular,0.110202066,Foods,39.7506,OUT049,1999,Medium,Tier 1,Supermarket Type1,721.0614
FDN32,17.5,Low Fat,0.01558456,Foods,185.1266,OUT049,1999,Medium,Tier 1,Supermarket Type1,4795.0916
DRJ37,12.857645184136183,Low Fat,0.060805497,Drinks,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,3339.6528
FDE57,9.6,Low Fat,0.036490369,Foods,140.8154,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1843.6002
FDG05,11.0,Regular,0.088025298,Foods,158.063,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2659.8709999999996
FDI09,20.75,Regular,0.129864461,Foods,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,5992.2
DRD12,12.857645184136183,Low Fat,0.06613202877895127,Drinks,89.4146,OUT027,1985,Medium,Tier 3,Supermarket Type3,2645.2234
FDD02,16.6,Low Fat,0.084176826,Foods,118.0124,OUT010,1998,Unknown,Tier 3,Grocery Store,592.562
FDI36,12.5,Regular,0.062343432000000004,Foods,199.7426,OUT046,1997,Small,Tier 1,Supermarket Type1,593.2278
DRK39,7.02,Low Fat,0.049942926,Drinks,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825
FDH44,19.1,Regular,0.025867261000000003,Foods,147.6418,OUT035,2004,Small,Tier 2,Supermarket Type1,1471.418
FDS56,5.785,Regular,0.038817121,Foods,262.6252,OUT049,1999,Medium,Tier 1,Supermarket Type1,524.6504
DRJ59,11.65,Low Fat,0.01941154,Drinks,40.3164,OUT045,2002,Unknown,Tier 2,Supermarket Type1,502.0132
NCA30,19.0,Non-Edible,0.216478153,Non-Consumable,190.1872,OUT010,1998,Unknown,Tier 3,Grocery Store,567.2616
FDF17,5.19,Low Fat,0.042707323,Foods,197.81099999999998,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2946.165
NCX18,14.15,Non-Edible,0.06613202877895127,Non-Consumable,196.31099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987
NCO53,16.2,Non-Edible,0.175898114,Non-Consumable,183.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2940.1728
FDT23,7.72,Regular,0.074847665,Foods,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888
NCJ19,18.6,Non-Edible,0.118180011,Non-Consumable,56.2588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584
FDI05,8.35,Regular,0.127587344,Foods,76.5354,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1805.6496
NCJ19,18.6,Non-Edible,0.19780911,Non-Consumable,55.6588,OUT010,1998,Unknown,Tier 3,Grocery Store,114.5176
NCS29,12.857645184136183,Non-Edible,0.069208684,Non-Consumable,264.0884,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.8028
NCC06,19.0,Non-Edible,0.026963908999999998,Non-Consumable,129.8336,OUT013,1987,High,Tier 3,Supermarket Type1,3451.5072
FDJ12,8.895,Regular,0.039261947,Foods,207.4296,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2492.7552
FDW48,18.0,Low Fat,0.008533716,Foods,78.5618,OUT013,1987,High,Tier 3,Supermarket Type1,402.809
FDX32,15.1,Regular,0.100423086,Foods,144.7786,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2600.6148
FDH02,12.857645184136183,Regular,0.06613202877895127,Foods,91.8488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.4640000000004
FDD16,20.5,Low Fat,0.036353098,Foods,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,2386.2272
FDR09,12.857645184136183,Low Fat,0.077348214,Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,8028.8822
FDB32,20.6,Low Fat,0.023548476000000002,Foods,93.3778,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892
FDP11,15.85,Low Fat,0.069043044,Foods,218.7166,OUT013,1987,High,Tier 3,Supermarket Type1,4136.6154
FDG09,20.6,Regular,0.048010812,Foods,187.7556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3004.0896
FDF21,10.3,Regular,0.05877842900000001,Foods,187.85299999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2656.542
NCJ19,12.857645184136183,Non-Edible,0.117607719,Non-Consumable,55.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,2748.4224
FDY03,17.6,Regular,0.127412338,Foods,111.3202,OUT010,1998,Unknown,Tier 3,Grocery Store,337.5606
FDK58,11.35,Regular,0.044945123,Foods,101.0016,OUT013,1987,High,Tier 3,Supermarket Type1,2631.2416
FDC26,10.195,Low Fat,0.126579586,Foods,112.2886,OUT049,1999,Medium,Tier 1,Supermarket Type1,2557.3378
FDN15,17.5,Low Fat,0.016802225,Foods,138.518,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.906
DRH11,12.857645184136183,Low Fat,0.075192072,Drinks,56.0614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2597.2858
NCK17,11.0,Non-Edible,0.03786331,Non-Consumable,40.948,OUT013,1987,High,Tier 3,Supermarket Type1,319.584
DRC01,5.92,Regular,0.019200003,Drinks,47.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,492.69199999999995
FDD03,13.3,Low Fat,0.07979117599999999,Foods,232.73,OUT035,2004,Small,Tier 2,Supermarket Type1,2796.36
NCY17,18.2,Non-Edible,0.16334971,Non-Consumable,45.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,669.1289999999999
DRY23,9.395,Regular,0.109265987,Drinks,42.3112,OUT049,1999,Medium,Tier 1,Supermarket Type1,980.0576
FDT50,6.75,Regular,0.10821852,Foods,96.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528
FDC38,15.7,Low Fat,0.122392031,Foods,133.1942,OUT013,1987,High,Tier 3,Supermarket Type1,2782.3782
NCN06,8.39,Non-Edible,0.20168772,Non-Consumable,162.8868,OUT010,1998,Unknown,Tier 3,Grocery Store,327.5736
FDP56,12.857645184136183,Low Fat,0.046259035999999996,Foods,47.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,1576.6144
FDW34,9.6,Low Fat,0.035651291,Foods,244.917,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2916.204
FDU07,11.1,Low Fat,0.059835659000000006,Foods,151.3366,OUT035,2004,Small,Tier 2,Supermarket Type1,3022.732
NCO55,12.8,Non-Edible,0.09140807599999999,Non-Consumable,108.9938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.938
FDL16,12.85,Low Fat,0.169405699,Foods,46.106,OUT017,2007,Unknown,Tier 2,Supermarket Type1,792.302
FDT59,13.65,Low Fat,0.015943701,Foods,231.9668,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3225.1352
